,Stat 1,Stat 2,Stat 3,Stat 4,Cluster,Slope,R-Squared
2761,G,P1,A2/GP,FOW,1,0.592,0.295
2762,G,P1,A2/GP,FOW,2,0.592,0.295
2763,G,P1,A2/GP,FOW,3,0.592,0.295
1412,G,A2,Sh,xG/GP,0,-0.369,0.294
1413,G,A2,Sh,xG/GP,1,-0.369,0.294
1414,G,A2,Sh,xG/GP,2,-0.369,0.294
1415,G,A2,Sh,xG/GP,3,-0.369,0.294
3248,G,P1,MD Sh%,FOT,0,0.657,0.293
3249,G,P1,MD Sh%,FOT,1,0.657,0.293
3250,G,P1,MD Sh%,FOT,2,0.657,0.293
3251,G,P1,MD Sh%,FOT,3,0.657,0.293
972,G,A1,HD G,FOT,0,-0.385,0.293
973,G,A1,HD G,FOT,1,-0.385,0.293
974,G,A1,HD G,FOT,2,-0.385,0.293
975,G,A1,HD G,FOT,3,-0.385,0.293
1012,G,A1,HD Sh,FOT,0,-0.385,0.293
1013,G,A1,HD Sh,FOT,1,-0.385,0.293
1014,G,A1,HD Sh,FOT,2,-0.385,0.293
1015,G,A1,HD Sh,FOT,3,-0.385,0.293
1080,G,A1,MD G,FOT,0,-0.385,0.293
1081,G,A1,MD G,FOT,1,-0.385,0.293
1082,G,A1,MD G,FOT,2,-0.385,0.293
1083,G,A1,MD G,FOT,3,-0.385,0.293
1108,G,A1,MD Sh,FOT,0,-0.385,0.293
1109,G,A1,MD Sh,FOT,1,-0.385,0.293
1110,G,A1,MD Sh,FOT,2,-0.385,0.293
1111,G,A1,MD Sh,FOT,3,-0.385,0.293
1152,G,A1,LD G,FOT,0,-0.385,0.293
1153,G,A1,LD G,FOT,1,-0.385,0.293
1154,G,A1,LD G,FOT,2,-0.385,0.293
1155,G,A1,LD G,FOT,3,-0.385,0.293
1168,G,A1,LD Sh,FOT,0,-0.385,0.293
1169,G,A1,LD Sh,FOT,1,-0.385,0.293
1170,G,A1,LD Sh,FOT,2,-0.385,0.293
1171,G,A1,LD Sh,FOT,3,-0.385,0.293
1400,G,A2,Sh,P/GP,0,0.365,0.292
1401,G,A2,Sh,P/GP,1,0.365,0.292
1402,G,A2,Sh,P/GP,2,0.365,0.292
1403,G,A2,Sh,P/GP,3,0.365,0.292
452,G,A1,G/GP,P/GP,0,-0.33,0.292
453,G,A1,G/GP,P/GP,1,-0.33,0.292
454,G,A1,G/GP,P/GP,2,-0.33,0.292
455,G,A1,G/GP,P/GP,3,-0.33,0.292
1456,G,A2,Sh,FOT,0,0.696,0.291
1457,G,A2,Sh,FOT,1,0.696,0.291
1458,G,A2,Sh,FOT,2,0.696,0.291
1459,G,A2,Sh,FOT,3,0.696,0.291
3308,G,P1,FOW,FOW%,0,0.517,0.29
3309,G,P1,FOW,FOW%,1,0.517,0.29
3310,G,P1,FOW,FOW%,2,0.517,0.29
3311,G,P1,FOW,FOW%,3,0.517,0.29
2496,G,P1,Sh%,Sh/GP,0,0.403,0.29
2497,G,P1,Sh%,Sh/GP,1,0.403,0.29
2498,G,P1,Sh%,Sh/GP,2,0.403,0.29
2499,G,P1,Sh%,Sh/GP,3,0.403,0.29
2580,G,P1,G/GP,xG/GP,0,0.437,0.289
2581,G,P1,G/GP,xG/GP,1,0.437,0.289
2582,G,P1,G/GP,xG/GP,2,0.437,0.289
2583,G,P1,G/GP,xG/GP,3,0.437,0.289
3992,G,P,HD G,MD Sh%,0,-0.316,0.289
3993,G,P,HD G,MD Sh%,1,-0.316,0.289
3994,G,P,HD G,MD Sh%,2,-0.316,0.289
3995,G,P,HD G,MD Sh%,3,-0.316,0.289
4032,G,P,HD Sh,MD Sh%,0,-0.316,0.289
4033,G,P,HD Sh,MD Sh%,1,-0.316,0.289
4034,G,P,HD Sh,MD Sh%,2,-0.316,0.289
4035,G,P,HD Sh,MD Sh%,3,-0.316,0.289
4100,G,P,MD G,MD Sh%,0,-0.316,0.289
4101,G,P,MD G,MD Sh%,1,-0.316,0.289
4102,G,P,MD G,MD Sh%,2,-0.316,0.289
4103,G,P,MD G,MD Sh%,3,-0.316,0.289
4128,G,P,MD Sh,MD Sh%,0,-0.316,0.289
4129,G,P,MD Sh,MD Sh%,1,-0.316,0.289
4130,G,P,MD Sh,MD Sh%,2,-0.316,0.289
4131,G,P,MD Sh,MD Sh%,3,-0.316,0.289
4156,G,P,MD Sh%,LD G,0,-0.316,0.289
4157,G,P,MD Sh%,LD G,1,-0.316,0.289
4158,G,P,MD Sh%,LD G,2,-0.316,0.289
4159,G,P,MD Sh%,LD G,3,-0.316,0.289
4160,G,P,MD Sh%,LD Sh,0,-0.316,0.289
4161,G,P,MD Sh%,LD Sh,1,-0.316,0.289
4162,G,P,MD Sh%,LD Sh,2,-0.316,0.289
4163,G,P,MD Sh%,LD Sh,3,-0.316,0.289
680,G,A1,P1/GP,HD Sh%,0,-0.428,0.288
681,G,A1,P1/GP,HD Sh%,1,-0.428,0.288
682,G,A1,P1/GP,HD Sh%,2,-0.428,0.288
683,G,A1,P1/GP,HD Sh%,3,-0.428,0.288
4008,G,P,HD G,FOW,0,0.615,0.287
4009,G,P,HD G,FOW,1,0.615,0.287
4010,G,P,HD G,FOW,2,0.615,0.287
4011,G,P,HD G,FOW,3,0.615,0.287
4048,G,P,HD Sh,FOW,0,0.615,0.287
4049,G,P,HD Sh,FOW,1,0.615,0.287
4050,G,P,HD Sh,FOW,2,0.615,0.287
4051,G,P,HD Sh,FOW,3,0.615,0.287
4116,G,P,MD G,FOW,0,0.615,0.287
4117,G,P,MD G,FOW,1,0.615,0.287
4118,G,P,MD G,FOW,2,0.615,0.287
4119,G,P,MD G,FOW,3,0.615,0.287
4144,G,P,MD Sh,FOW,0,0.615,0.287
4145,G,P,MD Sh,FOW,1,0.615,0.287
4146,G,P,MD Sh,FOW,2,0.615,0.287
4147,G,P,MD Sh,FOW,3,0.615,0.287
4188,G,P,LD G,FOW,0,0.615,0.287
4189,G,P,LD G,FOW,1,0.615,0.287
4190,G,P,LD G,FOW,2,0.615,0.287
4191,G,P,LD G,FOW,3,0.615,0.287
4204,G,P,LD Sh,FOW,0,0.615,0.287
4205,G,P,LD Sh,FOW,1,0.615,0.287
4206,G,P,LD Sh,FOW,2,0.615,0.287
4207,G,P,LD Sh,FOW,3,0.615,0.287
1516,G,A2,Sh%,MD Sh%,0,-0.303,0.286
1517,G,A2,Sh%,MD Sh%,1,-0.303,0.286
1518,G,A2,Sh%,MD Sh%,2,-0.303,0.286
1519,G,A2,Sh%,MD Sh%,3,-0.303,0.286
2868,G,P1,P/GP,MD Sh%,0,-0.296,0.285
2869,G,P1,P/GP,MD Sh%,1,-0.296,0.285
2870,G,P1,P/GP,MD Sh%,2,-0.296,0.285
2871,G,P1,P/GP,MD Sh%,3,-0.296,0.285
2364,G,P1,P,MD Sh%,0,-0.298,0.285
2365,G,P1,P,MD Sh%,1,-0.298,0.285
2366,G,P1,P,MD Sh%,2,-0.298,0.285
2367,G,P1,P,MD Sh%,3,-0.298,0.285
284,G,A1,Sh,A1/GP,0,-0.358,0.285
285,G,A1,Sh,A1/GP,1,-0.358,0.285
286,G,A1,Sh,A1/GP,2,-0.358,0.285
287,G,A1,Sh,A1/GP,3,-0.358,0.285
3488,G,P,G/GP,P1/GP,0,-0.333,0.283
3489,G,P,G/GP,P1/GP,1,-0.333,0.283
3490,G,P,G/GP,P1/GP,2,-0.333,0.283
3491,G,P,G/GP,P1/GP,3,-0.333,0.283
3084,G,P1,HD G,FOW,0,0.544,0.282
3085,G,P1,HD G,FOW,1,0.544,0.282
3086,G,P1,HD G,FOW,2,0.544,0.282
3087,G,P1,HD G,FOW,3,0.544,0.282
3124,G,P1,HD Sh,FOW,0,0.544,0.282
3125,G,P1,HD Sh,FOW,1,0.544,0.282
3126,G,P1,HD Sh,FOW,2,0.544,0.282
3127,G,P1,HD Sh,FOW,3,0.544,0.282
3192,G,P1,MD G,FOW,0,0.544,0.282
3193,G,P1,MD G,FOW,1,0.544,0.282
3194,G,P1,MD G,FOW,2,0.544,0.282
3195,G,P1,MD G,FOW,3,0.544,0.282
3220,G,P1,MD Sh,FOW,0,0.544,0.282
3221,G,P1,MD Sh,FOW,1,0.544,0.282
3222,G,P1,MD Sh,FOW,2,0.544,0.282
3223,G,P1,MD Sh,FOW,3,0.544,0.282
3264,G,P1,LD G,FOW,0,0.544,0.282
3265,G,P1,LD G,FOW,1,0.544,0.282
3266,G,P1,LD G,FOW,2,0.544,0.282
3267,G,P1,LD G,FOW,3,0.544,0.282
3280,G,P1,LD Sh,FOW,0,0.544,0.282
3281,G,P1,LD Sh,FOW,1,0.544,0.282
3282,G,P1,LD Sh,FOW,2,0.544,0.282
3283,G,P1,LD Sh,FOW,3,0.544,0.282
1368,G,A2,P,FOW,0,0.643,0.279
1369,G,A2,P,FOW,1,0.643,0.279
1370,G,A2,P,FOW,2,0.643,0.279
1371,G,A2,P,FOW,3,0.643,0.279
1812,G,A2,P1/GP,FOW,0,0.643,0.279
1813,G,A2,P1/GP,FOW,1,0.643,0.279
1814,G,A2,P1/GP,FOW,2,0.643,0.279
1815,G,A2,P1/GP,FOW,3,0.643,0.279
2912,G,P1,Sh/GP,HD Sh%,0,0.426,0.279
2913,G,P1,Sh/GP,HD Sh%,1,0.426,0.279
2914,G,P1,Sh/GP,HD Sh%,2,0.426,0.279
2915,G,P1,Sh/GP,HD Sh%,3,0.426,0.279
1044,G,A1,HD Sh%,FOW,0,-0.398,0.279
1045,G,A1,HD Sh%,FOW,1,-0.398,0.279
1046,G,A1,HD Sh%,FOW,2,-0.398,0.279
1047,G,A1,HD Sh%,FOW,3,-0.398,0.279
1892,G,A2,Sh/GP,HD G,0,0.359,0.277
1893,G,A2,Sh/GP,HD G,1,0.359,0.277
1894,G,A2,Sh/GP,HD G,2,0.359,0.277
1895,G,A2,Sh/GP,HD G,3,0.359,0.277
1896,G,A2,Sh/GP,HD Sh,0,0.359,0.277
1897,G,A2,Sh/GP,HD Sh,1,0.359,0.277
1898,G,A2,Sh/GP,HD Sh,2,0.359,0.277
1899,G,A2,Sh/GP,HD Sh,3,0.359,0.277
1904,G,A2,Sh/GP,MD G,0,0.359,0.277
1905,G,A2,Sh/GP,MD G,1,0.359,0.277
1906,G,A2,Sh/GP,MD G,2,0.359,0.277
1907,G,A2,Sh/GP,MD G,3,0.359,0.277
1908,G,A2,Sh/GP,MD Sh,0,0.359,0.277
1909,G,A2,Sh/GP,MD Sh,1,0.359,0.277
1910,G,A2,Sh/GP,MD Sh,2,0.359,0.277
1911,G,A2,Sh/GP,MD Sh,3,0.359,0.277
1916,G,A2,Sh/GP,LD G,0,0.359,0.277
1917,G,A2,Sh/GP,LD G,1,0.359,0.277
1918,G,A2,Sh/GP,LD G,2,0.359,0.277
1919,G,A2,Sh/GP,LD G,3,0.359,0.277
1920,G,A2,Sh/GP,LD Sh,0,0.359,0.277
1921,G,A2,Sh/GP,LD Sh,1,0.359,0.277
1922,G,A2,Sh/GP,LD Sh,2,0.359,0.277
1923,G,A2,Sh/GP,LD Sh,3,0.359,0.277
4092,G,P,HD Sh%,FOW%,0,-0.394,0.275
4093,G,P,HD Sh%,FOW%,1,-0.394,0.275
4094,G,P,HD Sh%,FOW%,2,-0.394,0.275
4095,G,P,HD Sh%,FOW%,3,-0.394,0.275
1048,G,A1,HD Sh%,FOT,0,-0.401,0.274
1049,G,A1,HD Sh%,FOT,1,-0.401,0.274
1050,G,A1,HD Sh%,FOT,2,-0.401,0.274
1051,G,A1,HD Sh%,FOT,3,-0.401,0.274
2956,G,P1,xG,HD G,0,-0.335,0.273
2957,G,P1,xG,HD G,1,-0.335,0.273
2958,G,P1,xG,HD G,2,-0.335,0.273
2959,G,P1,xG,HD G,3,-0.335,0.273
2960,G,P1,xG,HD Sh,0,-0.335,0.273
2961,G,P1,xG,HD Sh,1,-0.335,0.273
2962,G,P1,xG,HD Sh,2,-0.335,0.273
2963,G,P1,xG,HD Sh,3,-0.335,0.273
2968,G,P1,xG,MD G,0,-0.335,0.273
2969,G,P1,xG,MD G,1,-0.335,0.273
2970,G,P1,xG,MD G,2,-0.335,0.273
2971,G,P1,xG,MD G,3,-0.335,0.273
2972,G,P1,xG,MD Sh,0,-0.335,0.273
2973,G,P1,xG,MD Sh,1,-0.335,0.273
2974,G,P1,xG,MD Sh,2,-0.335,0.273
2975,G,P1,xG,MD Sh,3,-0.335,0.273
2980,G,P1,xG,LD G,0,-0.335,0.273
2981,G,P1,xG,LD G,1,-0.335,0.273
2982,G,P1,xG,LD G,2,-0.335,0.273
2983,G,P1,xG,LD G,3,-0.335,0.273
2984,G,P1,xG,LD Sh,0,-0.335,0.273
2985,G,P1,xG,LD Sh,1,-0.335,0.273
2986,G,P1,xG,LD Sh,2,-0.335,0.273
2987,G,P1,xG,LD Sh,3,-0.335,0.273
2604,G,P1,G/GP,MD Sh%,0,0.38,0.272
2605,G,P1,G/GP,MD Sh%,1,0.38,0.272
2606,G,P1,G/GP,MD Sh%,2,0.38,0.272
2607,G,P1,G/GP,MD Sh%,3,0.38,0.272
560,G,A1,A1/GP,MD Sh%,0,-0.294,0.272
561,G,A1,A1/GP,MD Sh%,1,-0.294,0.272
562,G,A1,A1/GP,MD Sh%,2,-0.294,0.272
563,G,A1,A1/GP,MD Sh%,3,-0.294,0.272
3428,G,P,Sh%,xG/GP,0,0.387,0.271
3429,G,P,Sh%,xG/GP,1,0.387,0.271
3430,G,P,Sh%,xG/GP,2,0.387,0.271
3431,G,P,Sh%,xG/GP,3,0.387,0.271
1396,G,A2,Sh,P1/GP,0,0.359,0.271
1397,G,A2,Sh,P1/GP,1,0.359,0.271
1398,G,A2,Sh,P1/GP,2,0.359,0.271
1399,G,A2,Sh,P1/GP,3,0.359,0.271
3464,G,P,Sh%,LD Sh%,0,-0.29,0.267
3465,G,P,Sh%,LD Sh%,1,-0.29,0.267
3466,G,P,Sh%,LD Sh%,2,-0.29,0.267
3467,G,P,Sh%,LD Sh%,3,-0.29,0.267
2844,G,P1,P/GP,xG/GP,0,-0.339,0.266
2845,G,P1,P/GP,xG/GP,1,-0.339,0.266
2846,G,P1,P/GP,xG/GP,2,-0.339,0.266
2847,G,P1,P/GP,xG/GP,3,-0.339,0.266
3708,G,P,P1/GP,xG/GP,0,-0.339,0.266
3709,G,P,P1/GP,xG/GP,1,-0.339,0.266
3710,G,P,P1/GP,xG/GP,2,-0.339,0.266
3711,G,P,P1/GP,xG/GP,3,-0.339,0.266
2436,G,P1,Sh,HD Sh%,0,0.407,0.265
2437,G,P1,Sh,HD Sh%,1,0.407,0.265
2438,G,P1,Sh,HD Sh%,2,0.407,0.265
2439,G,P1,Sh,HD Sh%,3,0.407,0.265
1320,G,A2,P,Sh/GP,0,0.371,0.264
1321,G,A2,P,Sh/GP,1,0.371,0.264
1322,G,A2,P,Sh/GP,2,0.371,0.264
1323,G,A2,P,Sh/GP,3,0.371,0.264
1828,G,A2,P/GP,xG,0,0.371,0.264
1829,G,A2,P/GP,xG,1,0.371,0.264
1830,G,A2,P/GP,xG,2,0.371,0.264
1831,G,A2,P/GP,xG,3,0.371,0.264
4004,G,P,HD G,LD Sh%,0,0.35,0.264
4005,G,P,HD G,LD Sh%,1,0.35,0.264
4006,G,P,HD G,LD Sh%,2,0.35,0.264
4007,G,P,HD G,LD Sh%,3,0.35,0.264
4044,G,P,HD Sh,LD Sh%,0,0.35,0.264
4045,G,P,HD Sh,LD Sh%,1,0.35,0.264
4046,G,P,HD Sh,LD Sh%,2,0.35,0.264
4047,G,P,HD Sh,LD Sh%,3,0.35,0.264
4112,G,P,MD G,LD Sh%,0,0.35,0.264
4113,G,P,MD G,LD Sh%,1,0.35,0.264
4114,G,P,MD G,LD Sh%,2,0.35,0.264
4115,G,P,MD G,LD Sh%,3,0.35,0.264
4140,G,P,MD Sh,LD Sh%,0,0.35,0.264
4141,G,P,MD Sh,LD Sh%,1,0.35,0.264
4142,G,P,MD Sh,LD Sh%,2,0.35,0.264
4143,G,P,MD Sh,LD Sh%,3,0.35,0.264
4184,G,P,LD G,LD Sh%,0,0.35,0.264
4185,G,P,LD G,LD Sh%,1,0.35,0.264
4186,G,P,LD G,LD Sh%,2,0.35,0.264
4187,G,P,LD G,LD Sh%,3,0.35,0.264
4200,G,P,LD Sh,LD Sh%,0,0.35,0.264
4201,G,P,LD Sh,LD Sh%,1,0.35,0.264
4202,G,P,LD Sh,LD Sh%,2,0.35,0.264
4203,G,P,LD Sh,LD Sh%,3,0.35,0.264
3924,G,P,xG,FOW%,0,0.415,0.263
3925,G,P,xG,FOW%,1,0.415,0.263
3926,G,P,xG,FOW%,2,0.415,0.263
3927,G,P,xG,FOW%,3,0.415,0.263
288,G,A1,Sh,A2/GP,0,-0.388,0.263
289,G,A1,Sh,A2/GP,1,-0.388,0.263
290,G,A1,Sh,A2/GP,2,-0.388,0.263
291,G,A1,Sh,A2/GP,3,-0.388,0.263
3300,G,P1,LD Sh%,FOW%,0,0.444,0.262
3301,G,P1,LD Sh%,FOW%,1,0.444,0.262
3302,G,P1,LD Sh%,FOW%,2,0.444,0.262
3303,G,P1,LD Sh%,FOW%,3,0.444,0.262
752,G,A1,P/GP,MD Sh%,0,-0.283,0.262
753,G,A1,P/GP,MD Sh%,1,-0.283,0.262
754,G,A1,P/GP,MD Sh%,2,-0.283,0.262
755,G,A1,P/GP,MD Sh%,3,-0.283,0.262
1136,G,A1,MD Sh%,FOW%,0,-0.339,0.262
1137,G,A1,MD Sh%,FOW%,1,-0.339,0.262
1138,G,A1,MD Sh%,FOW%,2,-0.339,0.262
1139,G,A1,MD Sh%,FOW%,3,-0.339,0.262
784,G,A1,Sh/GP,xG/GP,0,-0.349,0.262
785,G,A1,Sh/GP,xG/GP,1,-0.349,0.262
786,G,A1,Sh/GP,xG/GP,2,-0.349,0.262
787,G,A1,Sh/GP,xG/GP,3,-0.349,0.262
1424,G,A2,Sh,HD Sh%,0,-0.358,0.262
1425,G,A2,Sh,HD Sh%,1,-0.358,0.262
1426,G,A2,Sh,HD Sh%,2,-0.358,0.262
1427,G,A2,Sh,HD Sh%,3,-0.358,0.262
148,G,A1,P1,HD Sh%,0,-0.389,0.261
149,G,A1,P1,HD Sh%,1,-0.389,0.261
150,G,A1,P1,HD Sh%,2,-0.389,0.261
151,G,A1,P1,HD Sh%,3,-0.389,0.261
2352,G,P1,P,HD Sh%,0,-0.389,0.261
2353,G,P1,P,HD Sh%,1,-0.389,0.261
2354,G,P1,P,HD Sh%,2,-0.389,0.261
2355,G,P1,P,HD Sh%,3,-0.389,0.261
1484,G,A2,Sh%,Sh/GP,0,0.511,0.259
1485,G,A2,Sh%,Sh/GP,1,0.511,0.259
1486,G,A2,Sh%,Sh/GP,2,0.511,0.259
1487,G,A2,Sh%,Sh/GP,3,0.511,0.259
1388,G,A2,Sh,A1/GP,0,0.375,0.259
1389,G,A2,Sh,A1/GP,1,0.375,0.259
1390,G,A2,Sh,A1/GP,2,0.375,0.259
1391,G,A2,Sh,A1/GP,3,0.375,0.259
1636,G,A2,A1/GP,xG,0,0.375,0.259
1637,G,A2,A1/GP,xG,1,0.375,0.259
1638,G,A2,A1/GP,xG,2,0.375,0.259
1639,G,A2,A1/GP,xG,3,0.375,0.259
952,G,A1,HD G,MD Sh%,0,-0.272,0.259
953,G,A1,HD G,MD Sh%,1,-0.272,0.259
954,G,A1,HD G,MD Sh%,2,-0.272,0.259
955,G,A1,HD G,MD Sh%,3,-0.272,0.259
992,G,A1,HD Sh,MD Sh%,0,-0.272,0.259
993,G,A1,HD Sh,MD Sh%,1,-0.272,0.259
994,G,A1,HD Sh,MD Sh%,2,-0.272,0.259
995,G,A1,HD Sh,MD Sh%,3,-0.272,0.259
1060,G,A1,MD G,MD Sh%,0,-0.272,0.259
1061,G,A1,MD G,MD Sh%,1,-0.272,0.259
1062,G,A1,MD G,MD Sh%,2,-0.272,0.259
1063,G,A1,MD G,MD Sh%,3,-0.272,0.259
1088,G,A1,MD Sh,MD Sh%,0,-0.272,0.259
1089,G,A1,MD Sh,MD Sh%,1,-0.272,0.259
1090,G,A1,MD Sh,MD Sh%,2,-0.272,0.259
1091,G,A1,MD Sh,MD Sh%,3,-0.272,0.259
1116,G,A1,MD Sh%,LD G,0,-0.272,0.259
1117,G,A1,MD Sh%,LD G,1,-0.272,0.259
1118,G,A1,MD Sh%,LD G,2,-0.272,0.259
1119,G,A1,MD Sh%,LD G,3,-0.272,0.259
1120,G,A1,MD Sh%,LD Sh,0,-0.272,0.259
1121,G,A1,MD Sh%,LD Sh,1,-0.272,0.259
1122,G,A1,MD Sh%,LD Sh,2,-0.272,0.259
1123,G,A1,MD Sh%,LD Sh,3,-0.272,0.259
628,G,A1,A2/GP,MD Sh%,0,-0.291,0.259
629,G,A1,A2/GP,MD Sh%,1,-0.291,0.259
630,G,A1,A2/GP,MD Sh%,2,-0.291,0.259
631,G,A1,A2/GP,MD Sh%,3,-0.291,0.259
68,G,A1,A2,MD Sh%,0,-0.297,0.258
69,G,A1,A2,MD Sh%,1,-0.297,0.258
70,G,A1,A2,MD Sh%,2,-0.297,0.258
71,G,A1,A2,MD Sh%,3,-0.297,0.258
3316,G,P,Sh,Sh%,0,0.366,0.255
3317,G,P,Sh,Sh%,1,0.366,0.255
3318,G,P,Sh,Sh%,2,0.366,0.255
3319,G,P,Sh,Sh%,3,0.366,0.255
3292,G,P1,LD Sh%,FOW,0,0.596,0.253
3293,G,P1,LD Sh%,FOW,1,0.596,0.253
3294,G,P1,LD Sh%,FOW,2,0.596,0.253
3295,G,P1,LD Sh%,FOW,3,0.596,0.253
1984,G,A2,xG,FOT,0,0.48,0.252
1985,G,A2,xG,FOT,1,0.48,0.252
1986,G,A2,xG,FOT,2,0.48,0.252
1987,G,A2,xG,FOT,3,0.48,0.252
2592,G,P1,G/GP,HD Sh%,0,-0.392,0.25
2593,G,P1,G/GP,HD Sh%,1,-0.392,0.25
2594,G,P1,G/GP,HD Sh%,2,-0.392,0.25
2595,G,P1,G/GP,HD Sh%,3,-0.392,0.25
692,G,A1,P1/GP,MD Sh%,0,-0.275,0.249
693,G,A1,P1/GP,MD Sh%,1,-0.275,0.249
694,G,A1,P1/GP,MD Sh%,2,-0.275,0.249
695,G,A1,P1/GP,MD Sh%,3,-0.275,0.249
2448,G,P1,Sh,MD Sh%,0,-0.292,0.248
2449,G,P1,Sh,MD Sh%,1,-0.292,0.248
2450,G,P1,Sh,MD Sh%,2,-0.292,0.248
2451,G,P1,Sh,MD Sh%,3,-0.292,0.248
2548,G,P1,Sh%,FOT,0,0.59,0.246
2549,G,P1,Sh%,FOT,1,0.59,0.246
2550,G,P1,Sh%,FOT,2,0.59,0.246
2551,G,P1,Sh%,FOT,3,0.59,0.246
3872,G,P,Sh/GP,FOW%,0,0.356,0.246
3873,G,P,Sh/GP,FOW%,1,0.356,0.246
3874,G,P,Sh/GP,FOW%,2,0.356,0.246
3875,G,P,Sh/GP,FOW%,3,0.356,0.246
3588,G,P,A1/GP,HD Sh%,0,0.354,0.245
3589,G,P,A1/GP,HD Sh%,1,0.354,0.245
3590,G,P,A1/GP,HD Sh%,2,0.354,0.245
3591,G,P,A1/GP,HD Sh%,3,0.354,0.245
3504,G,P,G/GP,xG/GP,0,0.397,0.244
3505,G,P,G/GP,xG/GP,1,0.397,0.244
3506,G,P,G/GP,xG/GP,2,0.397,0.244
3507,G,P,G/GP,xG/GP,3,0.397,0.244
2576,G,P1,G/GP,xG,0,0.443,0.243
2577,G,P1,G/GP,xG,1,0.443,0.243
2578,G,P1,G/GP,xG,2,0.443,0.243
2579,G,P1,G/GP,xG,3,0.443,0.243
4012,G,P,HD G,FOT,0,0.47,0.241
4013,G,P,HD G,FOT,1,0.47,0.241
4014,G,P,HD G,FOT,2,0.47,0.241
4015,G,P,HD G,FOT,3,0.47,0.241
4052,G,P,HD Sh,FOT,0,0.47,0.241
4053,G,P,HD Sh,FOT,1,0.47,0.241
4054,G,P,HD Sh,FOT,2,0.47,0.241
4055,G,P,HD Sh,FOT,3,0.47,0.241
4084,G,P,HD Sh%,FOW,0,0.47,0.241
4085,G,P,HD Sh%,FOW,1,0.47,0.241
4086,G,P,HD Sh%,FOW,2,0.47,0.241
4087,G,P,HD Sh%,FOW,3,0.47,0.241
4120,G,P,MD G,FOT,0,0.47,0.241
4121,G,P,MD G,FOT,1,0.47,0.241
4122,G,P,MD G,FOT,2,0.47,0.241
4123,G,P,MD G,FOT,3,0.47,0.241
4148,G,P,MD Sh,FOT,0,0.47,0.241
4149,G,P,MD Sh,FOT,1,0.47,0.241
4150,G,P,MD Sh,FOT,2,0.47,0.241
4151,G,P,MD Sh,FOT,3,0.47,0.241
4192,G,P,LD G,FOT,0,0.47,0.241
4193,G,P,LD G,FOT,1,0.47,0.241
4194,G,P,LD G,FOT,2,0.47,0.241
4195,G,P,LD G,FOT,3,0.47,0.241
4208,G,P,LD Sh,FOT,0,0.47,0.241
4209,G,P,LD Sh,FOT,1,0.47,0.241
4210,G,P,LD Sh,FOT,2,0.47,0.241
4211,G,P,LD Sh,FOT,3,0.47,0.241
2428,G,P1,Sh,HD G,0,-0.312,0.24
2429,G,P1,Sh,HD G,1,-0.312,0.24
2430,G,P1,Sh,HD G,2,-0.312,0.24
2431,G,P1,Sh,HD G,3,-0.312,0.24
2432,G,P1,Sh,HD Sh,0,-0.312,0.24
2433,G,P1,Sh,HD Sh,1,-0.312,0.24
2434,G,P1,Sh,HD Sh,2,-0.312,0.24
2435,G,P1,Sh,HD Sh,3,-0.312,0.24
2440,G,P1,Sh,MD G,0,-0.312,0.24
2441,G,P1,Sh,MD G,1,-0.312,0.24
2442,G,P1,Sh,MD G,2,-0.312,0.24
2443,G,P1,Sh,MD G,3,-0.312,0.24
2444,G,P1,Sh,MD Sh,0,-0.312,0.24
2445,G,P1,Sh,MD Sh,1,-0.312,0.24
2446,G,P1,Sh,MD Sh,2,-0.312,0.24
2447,G,P1,Sh,MD Sh,3,-0.312,0.24
2452,G,P1,Sh,LD G,0,-0.312,0.24
2453,G,P1,Sh,LD G,1,-0.312,0.24
2454,G,P1,Sh,LD G,2,-0.312,0.24
2455,G,P1,Sh,LD G,3,-0.312,0.24
2456,G,P1,Sh,LD Sh,0,-0.312,0.24
2457,G,P1,Sh,LD Sh,1,-0.312,0.24
2458,G,P1,Sh,LD Sh,2,-0.312,0.24
2459,G,P1,Sh,LD Sh,3,-0.312,0.24
720,G,A1,P/GP,Sh/GP,0,0.476,0.239
721,G,A1,P/GP,Sh/GP,1,0.476,0.239
722,G,A1,P/GP,Sh/GP,2,0.476,0.239
723,G,A1,P/GP,Sh/GP,3,0.476,0.239
1768,G,A2,P1/GP,xG,0,0.339,0.239
1769,G,A2,P1/GP,xG,1,0.339,0.239
1770,G,A2,P1/GP,xG,2,0.339,0.239
1771,G,A2,P1/GP,xG,3,0.339,0.239
1888,G,A2,Sh/GP,xG/GP,0,0.339,0.239
1889,G,A2,Sh/GP,xG/GP,1,0.339,0.239
1890,G,A2,Sh/GP,xG/GP,2,0.339,0.239
1891,G,A2,Sh/GP,xG/GP,3,0.339,0.239
2716,G,P1,A2/GP,xG,0,0.339,0.239
2717,G,P1,A2/GP,xG,1,0.339,0.239
2718,G,P1,A2/GP,xG,2,0.339,0.239
2719,G,P1,A2/GP,xG,3,0.339,0.239
1612,G,A2,G/GP,FOT,0,0.526,0.235
1613,G,A2,G/GP,FOT,1,0.526,0.235
1614,G,A2,G/GP,FOT,2,0.526,0.235
1615,G,A2,G/GP,FOT,3,0.526,0.235
344,G,A1,Sh,LD Sh%,0,0.39,0.234
345,G,A1,Sh,LD Sh%,1,0.39,0.234
346,G,A1,Sh,LD Sh%,2,0.39,0.234
347,G,A1,Sh,LD Sh%,3,0.39,0.234
